                                          ,pkgs_before,pkgs_after
ief79399524f0c55ad6a38ae912b9802c0207d7704,12.0       ,11.0
ie251cbf0634050da6a0ae6d2a0b7a200bb0c29db0,10.0       ,6.0
iebb40c8cc4b8e57cb9fd75ba2540d6aca38d2fe1b,11.0       ,5.0
ie5274d8d7e0216997737c00752af4d6e215de3834,13.0       ,10.0
ie45a5153a5aeb7038d4d24f4c54cc925f24e571ff,18.0       ,16.0
ieb91b6159e5ded8f23c4c6fdeae72ef001fd5698d,19.0       ,15.0
iee8c58182d8a92ccbba5cb4483c847ad58df08fc8,15.0       ,11.0
iecda7d929df53fd736c8acd23c475480461de492a,13.0       ,13.0
iea802eaed0cb9ac551869880a25bd83143216dc27,16.0       ,15.0
ie467ae443666514c0c0f94791a11a7c42fbc8ed17,11.0       ,7.0
ie4fe8ed0086ee8ff02275cbf8690ee204b9da2601,13.0       ,11.0
ie0a9eb0529dd863b5ce6a9716d1b0c64b481517b6,16.0       ,13.0
ief5ba689dfb241f84a341d033f8a3756a26d68c54,16.0       ,13.0
ie14887a6c53d58408c978e607608c71d009c588ac,14.0       ,12.0
ief0280ada027317363ff9e07a9d61038a1815e1d7,16.0       ,14.0
ief0d6c99d843e832d66fd0e7b04870497e7920251,12.0       ,10.0
iecde70c2d491babc8ec1d0dc1f87c67c4184c759f,13.0       ,11.0
ie21259c0f7988a30488a68a311fae4dd9c0eda56b,17.0       ,15.0
ieab043538487b934a391f372bd27ffb2037c8acf2,22.0       ,18.0
ie357f204f3b9ba61fc9084589d29ac0127fed9212,20.0       ,12.0
ied8aadc5e1376dcd3d3856dd0eee11c6daeca8331,8.0        ,6.0
iea766ac919334cf1fdb2711ae1dc313182b464908,13.0       ,7.0
ie978c4044396e6fb1e006bb77acea687d790d1f69,17.0       ,14.0
ie656af67afc7e75be3c480140b83050c9f4fcfdcf,8.0        ,6.0
ie5b01ab5e827b219fc2f780ddf4d1383941dd9d19,8.0        ,4.0
ie1c306a74a0c15667a9e168587dd824f9f47d04fe,11.0       ,8.0
ied06bb21fc3893b9606e977c3ecf2b2304ae35067,15.0       ,11.0
ief00df11a1da0d3bd3ad7c82c3bded1e2735f181a,23.0       ,21.0
ie186cc22b874642a96b77a250bad74460ffce064b,18.0       ,14.0
ieafc231bee7d8dea92402ba5c694763673c747194,14.0       ,9.0
ie82f129203b4d60403304017bab8f647ace22dede,15.0       ,8.0
ie1536d302d6535fd9cf105ba65d128eec697a5b9c,9.0        ,8.0
ie38cf51255ba649a851bacb256329d592804aca55,14.0       ,12.0
iecdb677a60bd0613debad24360d1ccce9f01fc67b,19.0       ,15.0
ieafc5d4ba3b402ca08ad8f8360dfafb5caf2f6c4b,26.0       ,23.0
ie7e15dbc7873b021ac61866b300d112240a15aed0,14.0       ,11.0
ieccae200dcb1fdd4b9148324562a544c711faf4ac,8.0        ,5.0
ie111de71fbb8f6ba0d6375a55395c000abd044a59,14.0       ,11.0
ie4a10390495177e1aad7809bbef5a94bb58de5653,12.0       ,6.0
ie561844b5f90c12fd4a2d62879f0dc08a09e5e127,17.0       ,13.0
ie0f5ad48b2deb8c0dabccbeeac389ea1f8c9d1444,17.0       ,13.0
ie902946073bf8fc0bbc2b64d726b81fd6b6e7b111,15.0       ,11.0
iebcf42d6c7ef6d32864f0ccda2a98ca0b84cd9b21,11.0       ,9.0
ie1c24d0918e398f3c5e0920025af3907d27ce111a,13.0       ,9.0
ie9ce32776eeac17f077b0ca640f5f65c3c044a50b,18.0       ,16.0
ie9966708c59131191ff5535740419ac214f8d04da,18.0       ,13.0
iee745daa55d569a491dbca4998c4c930d3b9aefc7,13.0       ,10.0
ied3bfc295fc9c11df843473336713c87108aae09e,15.0       ,11.0
ie91f20279fd3fcb3922608f31479059802613044f,13.0       ,11.0
ieeaef2d793aec8e7585cd54a4f29ce66dcfe0220f,25.0       ,22.0
ie1b4dc70671a6eaae6658a4a73110ec8c26d13775,9.0        ,5.0
ie5a54e04fe7d97c284a0f82af27758c63f327aae1,7.0        ,3.0
ief95b57486287f3080760fb0a049cb5f91e66e2b3,18.0       ,12.0
iebb154cb486685cf4d2badacb7c1f9ff206d80f11,17.0       ,13.0
ieb087faadd7f011587f6519b4a7b983c9e71ea880,18.0       ,15.0
ie72508fbd5f19756d2276c27cc31004e69e0df985,10.0       ,7.0
ieb4bc6b8af7b608cc9d69dd8e071dd74b44959cd5,8.0        ,3.0
iee53b7cea43b9f70648b24e31fe9b8862d45a1f45,12.0       ,9.0
iec05ec9f64466b59ce55133dca429581784abb13c,13.0       ,6.0
ie4fb2ca54504fc99552468c04da3abc951acce661,11.0       ,7.0
ie826aaa602874140e8cd831805b6bc3cc81f9a876,21.0       ,20.0
ie08a79950df47f3d087e3c4bd1eb7f7e22264daf3,14.0       ,11.0
ieec6f07cbbe74f71d2be14959f8fb72bbf76e76e7,12.0       ,8.0
ie001ec48c4d51312bf42595354722a1d429a86d75,18.0       ,15.0
ie36ae3b2454b05f99cc4974f6c1895a7fa238823f,20.0       ,16.0
ie7bb3b81953962acf6aeaa8da19ba55126e7809f1,14.0       ,10.0
ief0dd6a394a53a0e45ce04093d3b5bc3298635e4a,21.0       ,19.0
iea233e868d8a8e513d1e497e71ba8f4abeef947d9,15.0       ,12.0
ie554ab31a61edb45b9136915f043a0e41032240da,18.0       ,13.0
ie867a602cfdc1ec8e341bb7fe687169478625d317,12.0       ,7.0
ief48d4b8aa66e095814ea1fc6f86ff45475803b62,11.0       ,8.0
ie247454fedd6977bfd4dd72f7a8aefb85bf713c90,10.0       ,7.0
ie8c72cc345d506b2fc8359a759139bbf5479fc3ab,19.0       ,15.0
ie9c21c185aae30465ee46ccad15afe3ec15d3bb26,11.0       ,8.0
ie52fa5dcdd84b8263fc94910036b2f943af0f2577,22.0       ,18.0
ie3732d049503aecbc3edd7dbbf0dd001241093564,17.0       ,15.0
iedd6040ab8ca126b2f12e42fbd67fb29e41560511,15.0       ,13.0
ied1c4c836cdbee0f8173bb0f33629c81e29153e50,17.0       ,11.0
ie9b0958c30ce516ca78e7ac97b5ab67c7699ce399,11.0       ,8.0
ie2bf09ecf3bf70d076330de6b7c2bf44677f5c4ec,28.0       ,24.0
ie7c7a0e2db8826485c965c4f4ba890079d79b8c39,18.0       ,14.0
ie68d03c6594323364b27a6ba07e1b7a3d1b9b8de7,17.0       ,15.0
ie7fa4bfb858564a4425d8467893ba4378cd29a8ca,15.0       ,9.0
ie8f4a5b83715f666dc1b0783070707ea1a1f12686,15.0       ,13.0
ie641b003ae11111dac9e3bd8edf3141f3dcfb9094,18.0       ,15.0
iee583e89a3dbf6044b53407e572d23e650e17417d,10.0       ,9.0
ie8c9cecb478e76e5c2678781568038e9ddc99eca5,10.0       ,8.0
ie9a3528c7443d934b5d61b86743e8df17dae1daa6,11.0       ,9.0
ie3cdf88c7634ac7f168873d4031275eca018f821e,15.0       ,10.0
ie97958271aab038b509b23e9fd0ec8728de5673dd,14.0       ,14.0
ie5e2173b53ffb2ec728a05d3ec2b0950f5b015ae2,13.0       ,11.0
iea300cf36fe36c87b3e8befc58ee6e5823ce43a6c,18.0       ,16.0
ief70b14133830b7eb160538a03e87ee1683e5d542,17.0       ,12.0
ie449f62f6776406146793cc3fdebce01f1b6af504,12.0       ,8.0
ie9f5298a0b1614513734bf1c0b14e3f5cf216236c,21.0       ,17.0
ie49c24283f8452ce5f7ea27dba5e838f0785d7345,10.0       ,8.0
ie70145bed112191224c2f88f446381641d5a706d0,11.0       ,10.0
iedd0607f59c8fd26b0e84da82d5090aa1a2219477,22.0       ,17.0
ie6671df0d507e4f826cf3fe782cda5b5ed32cb255,6.0        ,4.0
ied4120cfda5602ddfd55da4af8becadf8b917cd42,15.0       ,14.0
ie87378a2a841c1e2c94ba23bdb84f47c37e27303b,19.0       ,16.0
ie20487e7e30e10ad4c0bb942652de33a8bb63a59a,13.0       ,7.0
ie36e91c8f123bbe18940da2981e9cf46fed430884,16.0       ,13.0
ie5cf9ecf1eb0ed1a88c68ce3e6677de685370575c,11.0       ,8.0
iecf0cb94aaab233cbeb9717c7137c6b7411f0cc61,12.0       ,9.0
ie68cec0e3fe913c5cc392a60f28181d3abdd75786,13.0       ,11.0
ie0fa23163f16638cb466d7c35b237eab97f876680,15.0       ,9.0
ied3003ff68935c040ad796c12fb9586255a804f3e,19.0       ,14.0
ie97b75f0c248fc3b088d84d68f8c6f48e8b9f4907,11.0       ,7.0
ie93bcd2eb95a7feb8d863456c291730b2a98d3187,15.0       ,13.0
ie2dc47fa82c70ee2e3b59ae41125ca931a8fdc322,20.0       ,20.0
ie43b25e0a90362619f98497b8a5030fc65e561ac2,13.0       ,7.0
ie14a5259b8af28f979b6611b25df80bc4369e8a0f,24.0       ,20.0
iebb7e5659d1bfe0dacf210821888a3eb87f16aae9,9.0        ,5.0
ie2eeec22b218cf7dd2d1179c960fe55348c2301e8,16.0       ,10.0
ie3ee8ac670b5d41fa2961a013259af78ebb37002e,13.0       ,9.0
ie5ddb52fe78de5b3399560bf265d0aafc8b1f5cca,12.0       ,11.0
ie663bb0788c2cdf81d4393a2c2f98623d1f3357aa,16.0       ,12.0
iefe5327730c3d4a49f3206710f95f34a3575cf5dd,18.0       ,8.0
ie1f763421b7537d34d44c240a99a70fe8e89b9ec0,14.0       ,11.0
ie2aecb00a0219a25e647fabaa052600f519645bbf,16.0       ,14.0
ie249c098997b076c12acb1efe003db0af2464de94,15.0       ,12.0
iee98884eb34f5f88bd7b1f1d95eb3a43b3a8c5e5a,16.0       ,8.0
ie2aba27cf10bbd5340f84f90c8d506dd967acf889,9.0        ,5.0
ie734f33891f8757aa42e3b857a74f694ab7fe02b2,16.0       ,12.0
ie0e5303be8dab836f15a4d611dac90117d9811a0a,13.0       ,8.0
ie2f51b9a95a59ae8fd07210e754ca1bdccf67c875,14.0       ,12.0
ie4a975fef291f15942aa0fa472571260db0cb0e50,13.0       ,8.0
ie01fc0ae7345d94bc0d5d99a712bd4e425a515048,20.0       ,17.0
ie45b2ff64ac08a5a2a993dee41dcea0514e23cdcf,9.0        ,8.0
ie10646d5ab8214edd0a6b4a866e6acfe49be84c46,20.0       ,15.0
ie82667a13019ea7a60d569253a56f9e6b4316dc03,23.0       ,18.0
ie0920ef89076045f57b6a18b7d5bb6849ea121aa1,15.0       ,13.0
ie416b9de4da9d7e2b566656ac581b9e2136680fba,14.0       ,11.0
ie73fa9a7f2b070c169d152a16be262c4f499ef5b6,22.0       ,16.0
ied3787cfdcc11d81360f9add77f128ae280de92b0,13.0       ,13.0
ie4b37288a047fa4ceab7875543b90ca3cbcba6e85,12.0       ,10.0
iedfe297343cf8fa752b5b3bd28849818cb8d19057,17.0       ,13.0
iec2fa5044e57320faabfde6cb50142ff8d8af793b,16.0       ,8.0
iebbcbcc83c55b2dbd9ba3535b38a03be10da7be52,27.0       ,20.0
iefc8050070bd802ec2a5b528a4ac7a74c7c331311,18.0       ,12.0
ie92df2cd4348ce7c246dbebb302659ff67c747216,14.0       ,14.0
iead30b8eed3a1730de3e1489f96a7dd1672106efe,19.0       ,15.0
ied36f6f70678e7aa8536c90ecc886631b97c5c0ce,15.0       ,12.0
iec64f3fedb85c38b6d4ab0373434915049b58704e,12.0       ,7.0
ie69aa41157676dc42a6f26be927a1e6ccb1757a37,20.0       ,15.0
ie29f4d1f12382d9be8d5c23a10288a1b2b702a9ba,10.0       ,6.0
iecebfd4fecad6ab93ed642586bd45729671affa57,17.0       ,13.0
ie650f93305e9f9fe03cee4e7ed742a67c652bf817,11.0       ,6.0
ie91611173395d1ecfd7068a6ad99b24e5d003e7e5,10.0       ,6.0
ieabbe13ee187fc0b1e56c9fd68460687aa88290eb,14.0       ,12.0
ie4c10175f2558525ca5083349e8ef6ce701ccb78e,18.0       ,13.0
ie5c2a192514af416b308e9c2e964314a71936b91c,18.0       ,13.0
ie0952d2c72f2866b7ef627ef9dab816b81294b194,15.0       ,13.0
ie9b94b8d847bd7f2e589b9087ea9fc29bcf945f86,22.0       ,20.0
iec01131e7ce6efaf50869e369697935793c9dee4d,9.0        ,7.0
ie3448868269552c88057272c0fade743a9acc8115,19.0       ,11.0
ieb2eeeca78342542af9d77d45ff2c037043b07516,22.0       ,19.0
ie36e65f2be46025adbc571af6f7dd1b9287d6aca9,7.0        ,6.0
ie82834f0eb13ec8a6eec1d1648104ebc8307a932a,16.0       ,14.0
ie71cf9e5c68574ae5436c16daeb5df2e73211801b,21.0       ,18.0
ie529b9bcc3a7102fac1cae51a52b8fef829566c0c,24.0       ,20.0
ie90be19bc704cba3e2dc84913139d25fb04d5c8fd,13.0       ,11.0
ie42441cb037781c27fc88d89d700cf2fde67e1dfc,7.0        ,3.0
ie3c2bd8644d2a73e383cf27c7db9117355b54c885,17.0       ,14.0
ie90611842bf8eb3706a406805aecb9bcc66bdb978,13.0       ,11.0
ie812a5f803293ef377666cca5b9334f199226ab6b,16.0       ,10.0
ie5842469a9946c850ccf7e085f748ae358c207a60,11.0       ,7.0
iefb9f710a0d87359056f7cda0b09302c41fee0ee6,15.0       ,11.0
iebdd3e8e4054ec26e026d42530929ef57108b6e30,15.0       ,12.0
iec127d92c7fb57c05828084f709359793104ea1ad,19.0       ,16.0
ie6c367609b3635474b9f52fe663eef8eb682e1316,15.0       ,11.0
ie4661388bf5a5e81912fea9969dedadc5f9b85cb5,10.0       ,7.0
ie66182ff66301241e26aa3639305a48fd114fb29b,15.0       ,13.0
iee0742d76ce617c717a2fc87ae5f132ba9ff7077c,12.0       ,11.0
ie0097579e9c5800ae55c488f00dd21a2fa20dac5b,16.0       ,12.0
ie7fe7d4bdcaabf7fb9ff278717596b02435c66bfe,13.0       ,7.0
ie6a33c5eceeeeb881fb97fb56f83f7f4e89067bf5,11.0       ,9.0
ie2d811d416d68ae1cf15772a259c3928228d11ef8,21.0       ,14.0
iecaaec37468be932b4adb34cc0bb37647e5685a3e,9.0        ,7.0
ie2cf96dba239bc8dad8f4cf70c7457c2f0966bf78,15.0       ,10.0
ie2347f3b0e6f6c260d2c7dc8090c3f6edfb4ee01f,15.0       ,11.0
ie4c86a8d33afb0c873245715395e712727e861789,17.0       ,14.0
ie532b792510b5245558a4478df3c86f0e76fabc1d,17.0       ,11.0
ied732d3275b8702666daa4e509fdf494b5f029ca7,10.0       ,9.0
ie30e6c0e54660f5a10aa821e6986648a23575abab,11.0       ,9.0
iefcef5de9d233ce577a212961783763ff65643c97,22.0       ,11.0
ie79740abdafcb0497f0a0dbfd34c71f18c3ac9762,15.0       ,14.0
ie4cc7acd0071be8116b9769f95d154128053816dd,13.0       ,11.0
iedd2afec8decf72c87139fc8b8115d42cf9d1ef5d,14.0       ,9.0
iedd03acfd9f0ce7fe33b695daac9a86cd42a5fbff,17.0       ,13.0
ieb1c76a49139e179a0467a2342dc34b7c70934973,14.0       ,10.0
ie3f58285e2ac469e24f0bfc9e5a576dc66c1175bf,11.0       ,6.0
ied852ddf7479a81f2c55177b04aea369c9a710703,13.0       ,10.0
ie7e4f7a9055ed262fad9454576ea6f01ea2c7c063,14.0       ,12.0
ied767e3eb5620b58910cab3c7ef28dc559be3b0bd,18.0       ,14.0
ie7b7ac5d962cdf4b63ef2546d70ed33604df8211f,13.0       ,8.0
ie244c47da3e98f91675bfabf4a43440f1a6f4f2d2,12.0       ,8.0
iefa96a7a62c100c3316f9ac9603a613bb993ed520,15.0       ,9.0
ie9a8e1f5b723e58270ce4500d8cff7dcf1ce566f3,13.0       ,10.0
ieda9368be48845a23235f305bea10486bf48e4170,16.0       ,13.0
iecd8349b5d0542f85b3c596e417cf367618046b43,14.0       ,10.0
ie0eb12eba6981b61eb885549481b054d0afbbe31a,14.0       ,12.0
iec62d4a593fd5cdd2a8595bed2f80d6002df73a9f,17.0       ,13.0
ieb914a5ff4df99a40c6da94f68c7fcffd0945a573,18.0       ,14.0
ie8e2dc07a5a8fcde0d788748395f746f4f2285e9a,12.0       ,8.0
iee5cc39f28672d9192023b10a260c62a9d83cdf5e,9.0        ,6.0
iee2b381b66dcb53d6dcc9d455517da4402ec2578a,18.0       ,15.0
ie38e6b37b2aec33ebcc2c53bfacdbaa22698c72c9,14.0       ,11.0
ie14075486dfccc3beece1b08eddef00cf015e6a6a,7.0        ,5.0
ie0176965e664472e64bf86b8098a54d0b1e7f9ef4,21.0       ,15.0
ieaf3f1f6e708bdac96a1f42f66119805989580b8b,14.0       ,11.0
ieb8114bd7cec65dbb662ce4f7b056c3299a4f2078,18.0       ,16.0
ie1c85ba2e72c5d65390fa078702ee738e389af1d6,20.0       ,18.0
ie812cd4118a9d99dfd025a90dc41af15c92ad703a,15.0       ,12.0
ie60162edd3e1072e187b4155c92a800f0a6ef2629,19.0       ,15.0
ie885dff30d3d1f469028faace452783fd6e1027e2,15.0       ,11.0
ie0d53155505ab15b58df9ac0a5c0ec87f1c8147ee,8.0        ,4.0
iedfdcd3bca095baaff787b6ff1a666a3be24f7bd3,14.0       ,8.0
ief66bf6a15a61244094887ca576f9ed20c74b63db,16.0       ,12.0
ie6567f2318b596bf9f7f7e4b652939e44a0297b1c,26.0       ,24.0
iee0180fd6a81c5e7315f2b088f951bf520b6643dc,8.0        ,6.0
ie9465a48940be9da4eb27626fe79b4ae33734c503,15.0       ,12.0
ie9e522073336a03d1764f97f32a671c67cd96ed4f,24.0       ,16.0
iee1d66ddd384da431f86a612e82cd67a6df7c63a1,18.0       ,13.0
ie2b9686b22cdcc3e3f47de3fddf3c2dbe6efa3cbd,16.0       ,10.0
ie24c5c74224c0f11a48814510593b22e51a099bf7,16.0       ,14.0
ieab54e0a48816f48aa0c26f1ac04021ca1d009cdc,13.0       ,9.0
ie98ae2264e5da3c3664e1f7fd7b1ba6d567d37ab3,16.0       ,10.0
ie53db9c2dfa709a302a56ee090da06bce45f96dd6,17.0       ,13.0
iebdd31b156ea680938f694730a27718399f0d421a,16.0       ,10.0
ie152fb0dc9de45e898b89f033ef59c106cc4c34cd,12.0       ,8.0
ied7c4e7822a35dd4a25bdc53b186549fc06492abe,9.0        ,6.0
ie7719a0907548fb03b4f38da6eecc282ac9288922,14.0       ,13.0
ie4cbac416f2fbe89b627c216e89db25e187935e0f,15.0       ,12.0
ie501e2697d249e56fffa98a2dc936381af03ae339,15.0       ,13.0
ieaa8aa76bd4a5fbc8028dc20ee023766ce91796fe,11.0       ,9.0
iefaae474e25489f658831ec490082e00525950625,16.0       ,12.0
ie49de5c4bca29b766c45d95bf117a3adb0a687e41,10.0       ,9.0
ie9a45e997f988cad89083609296719475452a2054,8.0        ,8.0
iec56444637862bd7c2d18faabcfd1b29beb00f004,14.0       ,12.0
ie872e81f0fa13d634b7bef0a3d08f43013626c1b0,11.0       ,8.0
iee8b32367b22ee86ef9288b31dba7ea1cd0813bc2,16.0       ,7.0
ie84fe52e059a55bbdf48aa8710ef94d6ca211ebe2,9.0        ,9.0
ie555cac9f2e7756e58ad509e00b55b6163c941e72,18.0       ,17.0
ie7a036ad5d859f0032676310074f11eb33e67f35f,14.0       ,13.0
iebf2559e23fc3460f3c50b4fba57fe20807c2dcbc,17.0       ,12.0
ie1b8475e84177e4e949c17708582dda61089d63cd,12.0       ,11.0
ie279d5abadcc2c67cb1f87429edd36759f1c2144a,14.0       ,11.0
ie1f4f3c2d7158f926419cca3098a912649d89ee58,23.0       ,16.0
ie89261d6cc8014f2bc65dcc2a3931aded5b076220,23.0       ,17.0
ieec34cff6cf5fd4249655420cc6f848c7cd2f06f5,23.0       ,16.0
ied031a9c2b924436f5a0b2c69b57d7a1f3c1a7789,13.0       ,11.0
ie8459b640a1c37fca34e1f2f09cff1d0f866bfde9,10.0       ,5.0
ie905b4560d97cbc855299829d860da577660e95ba,14.0       ,11.0
iec3f46a4d330590b48f8db10cf4702524f8c65a42,18.0       ,16.0
ie635254e3c6b860488356351790a446575b3224ff,10.0       ,9.0
ie25e867a0c01e34be3a3582bf5e654891458b8488,13.0       ,10.0
iecbcccb0659df4e10c3b5e0eebd8f72c38dc6d906,9.0        ,6.0
ie7081160fa1b7c823bb9b04a3aa2ff26fda9b219e,14.0       ,11.0
ie90df43c512ae6c0fbf818312a2303f21d53b0ec0,15.0       ,10.0
ieb8b4ae6daa399aa35e9775ba9fa26e51125a7f87,19.0       ,14.0
ie09b9f190600819c72276b58a8ad8069649de5618,13.0       ,10.0
ie37f430284d160d5f6aae2e21e62eab1d3a3e93d5,14.0       ,8.0
ie23d6e76f6e512accbaab55002c76b7604b1ed5aa,18.0       ,16.0
ieaa33f0d2c25c33360e2a415890326a60af2e0666,13.0       ,12.0
ie3f199013de0922cfdbc26371ff3329c25e1b4b1d,18.0       ,16.0
ieae14f85e06555c4e60f730bf186fab1ea74ea149,16.0       ,10.0
iee0c1b120ca1e671cbb1c6274d0ae2d4b25db948d,17.0       ,14.0
ie4ebdbcc4f15ad133a32c99ecc254b5801d3de093,16.0       ,11.0
ieec81d7ebb4a84d8443c964652c53d6971632cc01,15.0       ,11.0
ie115dbbede2b58dfc4d287cac0a4a8b36c0c75b82,22.0       ,18.0
ied350c86b51d1792f135097a389f8b3c2eac8c763,8.0        ,5.0
iea7ce7b08f7a67b9dd121e7ef97cc385621890bfa,15.0       ,8.0
ie8a6103726f382987a7b9c518d54598604148e04b,14.0       ,10.0
ie46482af74f70a074eac3281c17d669e819e673fe,18.0       ,17.0
ie2a6c7992c8cff7de98b154d227a1f562d2c88a1e,10.0       ,7.0
iea6df13648658d4adb0c58bddbeed2757601b71ec,16.0       ,16.0
iee7682350d5a9e0f0aea8d843c51bab0cc53df6b6,11.0       ,7.0
ie253c3f28b191ec4a8540c0203fa541a14125f5cf,18.0       ,17.0
ie69aee72472560a5f7d1a04e1fcef36a6e8f44147,24.0       ,21.0
ie8636b674ca4040cd746d8c621d04a9d2cb564979,20.0       ,12.0
ie212e4298708e0282dda08af0de7f727af22bf469,15.0       ,13.0
ie664617c92d0632a59289e4468c9f5cfa417c75c9,15.0       ,9.0
iefa1ce800282e1abfa130426db3d93391d17827b7,19.0       ,13.0
iea8b345304f5fb1a6ffd1b1803b6f6090a216e800,15.0       ,11.0
ie31c6f4ebf663e8683543a66db10f6fab23b096ba,18.0       ,14.0
ieab0e0bd22976ed27ac08476fb0ee2659b2ca4c42,12.0       ,11.0
ie27b37a644ce615223995869e6d15e664e2f9f72f,16.0       ,14.0
ie57d0595952bba741aa8a15313e11b373f50e1e81,17.0       ,11.0
ied1f749504b8db07a32bc7c6b686c709120b59362,13.0       ,11.0
iecb1bae4200f5a5486582ed1e6105142a5842d301,18.0       ,7.0
ie2e273337225450c3f61766edd4beba0340e25b2f,19.0       ,12.0
ie14c8b0bba7544d8796f4d92d742a8d6f5430f637,11.0       ,8.0
ief7e1d88d3419ab3d991efe18b33dd7e3536e6399,20.0       ,14.0
ie1ab97196f356638eefdd28e2f0be4e9dbacaa623,8.0        ,6.0
ie92eab63011547b5c911979be720e54e258f7894d,17.0       ,15.0
ie19a05528b9aafa92f636b335c2605f9431e526ca,12.0       ,8.0
iebfa326e7421764c704611fa27e958ae05335ec70,20.0       ,14.0
ie4d10a7501081b6ff2a74787ee2fd7e345571a23e,21.0       ,18.0
iecbdab27938ab1efa7b2a31045e45caf364f0c796,13.0       ,7.0
ie4a90223c38859394f534cdf8ee5d0a3f04159c7f,6.0        ,2.0
ie01f4d4c1454b01a6901ebbad5aff8ff6f408387f,10.0       ,8.0
ieaa2a76dceb0fdc73cc9b3cfbe617718c1a66afa5,13.0       ,8.0
iea69f4d76592dc3e06b1dfa26127921b56ba12810,15.0       ,12.0
ie4a92d53e7c9e6abab6a931234d3e9bcb19941983,13.0       ,10.0
ie55f6421e2edc700f018447483a6fb614914a4d20,12.0       ,12.0
iec220a4fd2066f6b4df6c9d52760a20ab891cb95d,12.0       ,9.0
ied5835cf27339d28eb83072af06fdb1755804eb48,7.0        ,4.0
ieaa8e4844784c984908eb53643989ea16808bc874,18.0       ,11.0
iefd702c3bb83fe0ebe6379faefc205576599a202d,23.0       ,19.0
iedd627ee2425222a5451c443c0b70590703dd4fbd,15.0       ,13.0
ie94bcb3f8cc7cbf4afaf73610ba8d928f9be9d15e,15.0       ,11.0
ie553bed131d0115b46d579393d171e609b8d75399,19.0       ,14.0
ie3ff83165266a1f04b0c67b6e6dd42379c3105d48,19.0       ,11.0
ie467375ba368ed511728856a05f629ec0206571a1,15.0       ,14.0
ie619c64b8945e8958bee420a9aa8e114d8896f5cd,22.0       ,18.0
ieabeff9a76012d1347f1042e8f3bd8ae8d91472cf,14.0       ,11.0
ie7df876bde301d6574a21e2bbecf6ed639dd08710,21.0       ,18.0
ieb6e42dd4b8dd1834fe9a3f2fff8f5473a496f514,16.0       ,14.0
ie85df642720a2e7e04fbbe79154e7d942d637ced0,15.0       ,7.0
ieeb23872fea5c8b35d653be3ef6200275a0c4c6c4,17.0       ,16.0
ieed4b04589a03ab282416b233596eee26f28f6bd8,16.0       ,12.0
ie2ed066ae68909e1c53b0eed4113aad0cbd151c29,15.0       ,13.0
ie2b9fae8f339c60957fa47f2b0d40e5996c584e74,11.0       ,10.0
iedad231f831d7f15251273517f87679777d843d97,13.0       ,11.0
ie95dbf2a276ea72fdb1764c1e5c4f407a6c72991f,21.0       ,16.0
ie5701ea903f4a8175ddcd83e040135912f27e81be,13.0       ,10.0
ie944a7ff1b59f69f04e300d5b317c1da29f46189b,19.0       ,13.0
ied5b23b750ff31bf714f789c3f129a0f88f61c193,7.0        ,3.0
ie4c91a29c65a244decebb9651dc45f61b1f6acaa0,12.0       ,8.0
ie6af32643e2512358dbc500356a1bb42772fa356e,13.0       ,8.0
iea9865fec21eda5daff85b479884947f9f5e6144a,14.0       ,12.0
ie759791874b2db99d08795b113d3b0d80e8364905,9.0        ,6.0
ie72a84f120bc5479b60f580fae7eeb95c2499ca5f,17.0       ,16.0
ief3861bfcb99cac570d519b57a4c9b675716cf3ca,17.0       ,13.0
iea8f8f0fc56a2344e785f2fc062b392f39dbe47fe,13.0       ,8.0
iecc42ea73e73bdc4ef027dbb52e6d927177dc7a53,13.0       ,11.0
ie4d0014977f593bd5651081e1bb1818fbc040e621,10.0       ,9.0
ie9645f58f6289cec494cd9f724d653ad1e32686f8,14.0       ,13.0
iecb311c6a13bb4424fe8d7e47fc7664a761ea7386,11.0       ,8.0
iede77f72b9c0e6743db41eb17f23c5183c2dfde50,14.0       ,11.0
ief0584798661bb4ec3f11af9c31e9a2559ee0ab4d,18.0       ,17.0
iebd182480fa150a29f46f1686b2791141c6917138,16.0       ,13.0
iec97d05259954cfc7dd7c52e8d6f0472bae06f8f1,13.0       ,11.0
ie26b7be6ec179bbe4c923ffedb67b650f3c71a359,17.0       ,11.0
ie173bdab7220aa48c59183937aa97ef50c0f90d0e,16.0       ,11.0
ie03bb0645e2c9a77fb5ecbb1c1630ff129b984e20,13.0       ,11.0
ie9a55bb3963bcd73f34f492e7c35f9bb0a8420ae9,13.0       ,10.0
ieb482722968ddd273874d79b7790153a332778c3d,11.0       ,9.0
ie38795629d62a56d3c4f6992852c1f09b61b8559a,11.0       ,6.0
ie309bcb83ae57cbcd6c3348b3963854196b7553f2,11.0       ,10.0
ie32aa41d28ef68a1aa581b1cffd43527b05a75912,21.0       ,18.0
ieeda44af91c6c96231616a0ae64110c11ab0b6830,18.0       ,12.0
ie510bcf6840f13cf4e0c2a20f6a4b55e726b41d52,12.0       ,10.0
ieae0ece3e3965842b746ff0346ccac85c98ba21c8,20.0       ,14.0
ieac1554773c3be3ee33a22f352cb87f49e260051d,19.0       ,15.0
ie2acf86791641fbb20ce0c4eec0daa844fd42c0b4,15.0       ,11.0
ieef27e13b4d48259a1c9a2c8f0c8c1a37741c3728,18.0       ,13.0
ie6a171b691c00df510bc8697378c56f6576e069a9,9.0        ,6.0
